/begin_header 
/IOPs FlowThrough System onboard R/V Gaia Blu 
/DATE  = YYYYMMDD 
/TIME  = decimal hours [hh.decimals] 
/LAT   = degrees north [deg.decimals] 
/LON   = degrees east [deg.decimals] 
/FLOWIN = intake seawater flow (L/min) 
/FLOWOUT = outtake seawater flow (L/min) 
/TEMP1 = Seawater temperature laboratory  (Celsius degrees) [from TS sensor] 
/TEMP2 = Seawater temperature environment (Celsius degrees) [from TS sensor] 
/SAL = Seawater salinity ACS intake (psu) 
/C_???.? = Attenuation coefficient at lambda ???.?nm 
/A_???.? = Absorption  coefficient at lambda ???.?nm 
/INT_TEMP = ACs internal temperature (Celsius degrees) 
/EXT_TEMP = ACs external temperature (Celsius degrees) 
/TOT_DIS = Flag for acquisition mode (0 = total, 1 = dissolved) 
/end_header@
DATE,TIME,GPS_TIME,LAT,LON,FLOWIN,FLOWOUT,TEMP1,TEMP2,SAL,C_400.5,C_402.6,C_404.8,C_406.8,C_408.5,C_410.9,C_413.7,C_417.4,C_422.4,C_427.2,C_432.0,C_435.9,C_440.0,C_443.7,C_448.1,C_452.2,C_456.6,C_460.4,C_464.8,C_469.1,C_474.1,C_478.7,C_483.6,C_487.8,C_492.3,C_496.5,C_500.8,C_505.7,C_510.0,C_515.2,C_519.6,C_524.4,C_528.4,C_532.7,C_536.5,C_541.1,C_545.1,C_549.7,C_553.8,C_558.7,C_562.8,C_567.3,C_571.3,C_575.6,C_579.7,C_583.9,C_588.1,C_592.5,C_597.1,C_601.8,C_606.1,C_611.2,C_615.5,C_620.4,C_624.4,C_629.0,C_632.9,C_637.5,C_641.5,C_646.1,C_650.6,C_654.9,C_659.5,C_663.7,C_668.0,C_672.4,C_676.3,C_680.6,C_684.3,C_688.2,C_691.8,C_695.7,C_699.2,C_702.9,C_706.3,C_710.4,C_713.7,C_717.7,C_720.6,C_724.0,C_728.0,C_731.1,C_734.6,C_738.0,C_740.7,A_401.4,A_403.5,A_405.7,A_407.6,A_409.6,A_412.1,A_415.3,A_419.4,A_424.6,A_429.5,A_433.8,A_437.7,A_441.6,A_445.3,A_449.7,A_453.9,A_458.2,A_462.2,A_466.2,A_471.0,A_475.7,A_480.3,A_485.0,A_489.4,A_493.5,A_497.9,A_502.4,A_506.9,A_511.6,A_516.3,A_521.0,A_525.3,A_529.4,A_533.5,A_537.7,A_542.0,A_546.1,A_550.7,A_554.8,A_559.6,A_563.7,A_568.3,A_569.3,A_573.4,A_577.5,A_581.7,A_585.6,A_590.1,A_594.4,A_599.1,A_603.3,A_608.2,A_612.3,A_617.4,A_621.5,A_626.0,A_630.0,A_634.7,A_638.7,A_643.1,A_647.3,A_652.2,A_656.2,A_660.9,A_665.0,A_669.3,A_673.4,A_677.8,A_681.4,A_685.6,A_689.2,A_692.9,A_696.5,A_700.4,A_703.8,A_707.8,A_711.2,A_714.5,A_717.9,A_721.7,A_724.5,A_728.6,A_731.8,A_735.4,A_738.3,INT_TEMP,EXT_TEMP,TOT_DIS
20250723,18.203889,2025-07-23T18:12:34,44.032275,10.036429,0.000000,0.000000,26.111400,26.784300,0.543900,0.771593,0.766361,0.760339,0.755049,0.742779,0.729854,0.714199,0.699948,0.684243,0.667962,0.653430,0.640318,0.630812,0.619721,0.611051,0.600381,0.592209,0.581732,0.572531,0.564526,0.555223,0.547290,0.539101,0.530897,0.523870,0.515979,0.508558,0.500987,0.494864,0.487131,0.480862,0.474531,0.467857,0.461610,0.454860,0.449537,0.443563,0.437782,0.433755,0.426877,0.422940,0.418397,0.412739,0.408828,0.404075,0.400071,0.395710,0.391608,0.387472,0.384653,0.381124,0.378091,0.373799,0.369888,0.365873,0.361683,0.358160,0.354762,0.350324,0.347185,0.344050,0.341045,0.338086,0.335065,0.332606,0.329641,0.325314,0.322558,0.319395,0.315519,0.312678,0.308632,0.306162,0.303000,0.300072,0.298537,0.297828,0.298091,0.295982,0.298114,0.295241,0.299123,0.303001,0.306137,0.309962,7.358403,7.402869,7.518933,7.634370,7.730786,7.781445,7.755440,7.662457,7.507713,7.336912,7.217775,7.160450,7.145634,7.147743,7.148134,7.152589,7.144536,7.129169,7.113014,7.081980,7.056661,7.027789,6.997366,6.966588,6.933524,6.894151,6.856242,6.815408,6.783527,6.749595,6.723491,6.707488,6.685527,6.667663,6.656555,6.638614,6.621579,6.605999,6.589204,6.571355,6.552389,6.533817,6.435438,6.414793,6.387346,6.365188,6.344963,6.322961,6.302011,6.278274,6.261739,6.247026,6.234776,6.219955,6.212355,6.210440,6.206327,6.202884,6.197815,6.191982,6.181642,6.172678,6.166973,6.148971,6.149323,6.146800,6.138074,6.126672,6.119931,6.113302,6.097780,6.088516,6.069061,6.045080,6.029895,6.013166,5.981883,5.943814,5.902539,5.877454,5.832251,5.794059,5.749572,5.696306,5.662731,25.137518,26.721285,0
20250723,18.205000,2025-07-23T18:12:38,44.032275,10.036429,0.000000,0.000000,26.111400,26.784300,0.544200,0.762977,0.774784,0.759638,0.753927,0.744320,0.729711,0.715708,0.697832,0.685149,0.669404,0.652697,0.640055,0.632474,0.619271,0.610598,0.600876,0.591731,0.582537,0.572042,0.564537,0.555056,0.546187,0.539866,0.530121,0.523276,0.515986,0.508981,0.501221,0.494306,0.487884,0.479406,0.474599,0.468259,0.460864,0.454697,0.449230,0.443736,0.436796,0.433497,0.427819,0.421761,0.418525,0.412934,0.408863,0.404434,0.400140,0.395646,0.391545,0.387883,0.384094,0.381280,0.376907,0.373892,0.369590,0.366053,0.361832,0.358130,0.354731,0.350173,0.346743,0.343891,0.339727,0.338184,0.335039,0.331978,0.330217,0.324678,0.321216,0.319622,0.314742,0.311231,0.310521,0.303118,0.304411,0.299301,0.298862,0.300146,0.294587,0.297110,0.298072,0.293792,0.299683,0.304890,0.301838,0.311391,6.983001,7.048321,7.144382,7.255655,7.344329,7.390639,7.372936,7.280756,7.137944,6.983101,6.878570,6.821699,6.809031,6.808833,6.815144,6.815429,6.814899,6.800151,6.781891,6.762830,6.733711,6.708288,6.682535,6.648752,6.619537,6.591801,6.550705,6.514843,6.482022,6.448964,6.429365,6.412001,6.392193,6.381873,6.363361,6.349929,6.337572,6.321845,6.302805,6.286624,6.270760,6.255067,6.198210,6.180080,6.154564,6.132208,6.109947,6.093080,6.070623,6.051803,6.032393,6.018092,6.007358,5.991187,5.985944,5.983739,5.979129,5.974325,5.971751,5.963184,5.956503,5.945846,5.938168,5.920064,5.922320,5.920705,5.915002,5.905554,5.894804,5.886253,5.876058,5.862713,5.845306,5.823574,5.809353,5.791253,5.761503,5.721181,5.691461,5.649685,5.615436,5.581110,5.517367,5.477031,5.433790,25.147978,26.719726,0
20250723,18.205000,2025-07-23T18:12:38,44.032275,10.036429,0.000000,0.000000,26.111400,26.784300,0.544200,0.762977,0.774784,0.759638,0.753927,0.744320,0.729711,0.715708,0.697832,0.685149,0.669404,0.652697,0.640055,0.632474,0.619271,0.610598,0.600876,0.591731,0.582537,0.572042,0.564537,0.555056,0.546187,0.539866,0.530121,0.523276,0.515986,0.508981,0.501221,0.494306,0.487884,0.479406,0.474599,0.468259,0.460864,0.454697,0.449230,0.443736,0.436796,0.433497,0.427819,0.421761,0.418525,0.412934,0.408863,0.404434,0.400140,0.395646,0.391545,0.387883,0.384094,0.381280,0.376907,0.373892,0.369590,0.366053,0.361832,0.358130,0.354731,0.350173,0.346743,0.343891,0.339727,0.338184,0.335039,0.331978,0.330217,0.324678,0.321216,0.319622,0.314742,0.311231,0.310521,0.303118,0.304411,0.299301,0.298862,0.300146,0.294587,0.297110,0.298072,0.293792,0.299683,0.304890,0.301838,0.311391,6.983001,7.048321,7.144382,7.255655,7.344329,7.390639,7.372936,7.280756,7.137944,6.983101,6.878570,6.821699,6.809031,6.808833,6.815144,6.815429,6.814899,6.800151,6.781891,6.762830,6.733711,6.708288,6.682535,6.648752,6.619537,6.591801,6.550705,6.514843,6.482022,6.448964,6.429365,6.412001,6.392193,6.381873,6.363361,6.349929,6.337572,6.321845,6.302805,6.286624,6.270760,6.255067,6.198210,6.180080,6.154564,6.132208,6.109947,6.093080,6.070623,6.051803,6.032393,6.018092,6.007358,5.991187,5.985944,5.983739,5.979129,5.974325,5.971751,5.963184,5.956503,5.945846,5.938168,5.920064,5.922320,5.920705,5.915002,5.905554,5.894804,5.886253,5.876058,5.862713,5.845306,5.823574,5.809353,5.791253,5.761503,5.721181,5.691461,5.649685,5.615436,5.581110,5.517367,5.477031,5.433790,25.147978,26.719726,0
20250723,18.206111,2025-07-23T18:12:42,44.032275,10.036429,0.000000,0.000000,26.111100,26.784400,0.544500,0.778455,0.762454,0.762853,0.757385,0.742696,0.729506,0.716689,0.702016,0.684235,0.668112,0.655304,0.642581,0.628323,0.621871,0.611190,0.600756,0.591929,0.583057,0.574183,0.563003,0.556121,0.548036,0.538703,0.532039,0.523879,0.516369,0.508756,0.502325,0.494371,0.487429,0.481950,0.474245,0.468313,0.461616,0.455298,0.449589,0.443663,0.438627,0.432803,0.428345,0.423221,0.418620,0.413545,0.409219,0.404435,0.399912,0.396322,0.391578,0.387884,0.384498,0.380942,0.377911,0.374224,0.370009,0.365844,0.362159,0.358192,0.354880,0.350628,0.347220,0.344015,0.340160,0.337602,0.335419,0.332567,0.328667,0.325806,0.322220,0.318425,0.315084,0.312886,0.309169,0.303933,0.303181,0.300347,0.298538,0.298807,0.297592,0.295433,0.296887,0.295752,0.300376,0.301898,0.304781,0.312583,7.648225,7.749279,7.873065,7.992055,8.084233,8.140139,8.106716,8.001145,7.835013,7.662571,7.531757,7.462462,7.442120,7.436446,7.446508,7.439789,7.427291,7.409858,7.388692,7.365964,7.335284,7.301488,7.268129,7.231110,7.198053,7.152027,7.111328,7.077684,7.036528,6.997158,6.975382,6.950086,6.930834,6.910003,6.895323,6.876260,6.858378,6.842038,6.825927,6.805218,6.784945,6.768760,6.732971,6.710613,6.685419,6.658691,6.632986,6.614481,6.590363,6.565580,6.543881,6.527439,6.516244,6.496238,6.491264,6.484192,6.478726,6.474605,6.470716,6.457339,6.450128,6.439313,6.429530,6.411184,6.410269,6.407608,6.402678,6.390290,6.383336,6.375027,6.362822,6.349106,6.323982,6.299688,6.289143,6.267527,6.236750,6.203787,6.161269,6.126357,6.087122,6.048634,5.987780,5.936600,5.921140,25.152161,26.719726,0
20250723,18.206111,2025-07-23T18:12:42,44.032275,10.036429,0.000000,0.000000,26.111100,26.784400,0.544500,0.778455,0.762454,0.762853,0.757385,0.742696,0.729506,0.716689,0.702016,0.684235,0.668112,0.655304,0.642581,0.628323,0.621871,0.611190,0.600756,0.591929,0.583057,0.574183,0.563003,0.556121,0.548036,0.538703,0.532039,0.523879,0.516369,0.508756,0.502325,0.494371,0.487429,0.481950,0.474245,0.468313,0.461616,0.455298,0.449589,0.443663,0.438627,0.432803,0.428345,0.423221,0.418620,0.413545,0.409219,0.404435,0.399912,0.396322,0.391578,0.387884,0.384498,0.380942,0.377911,0.374224,0.370009,0.365844,0.362159,0.358192,0.354880,0.350628,0.347220,0.344015,0.340160,0.337602,0.335419,0.332567,0.328667,0.325806,0.322220,0.318425,0.315084,0.312886,0.309169,0.303933,0.303181,0.300347,0.298538,0.298807,0.297592,0.295433,0.296887,0.295752,0.300376,0.301898,0.304781,0.312583,7.648225,7.749279,7.873065,7.992055,8.084233,8.140139,8.106716,8.001145,7.835013,7.662571,7.531757,7.462462,7.442120,7.436446,7.446508,7.439789,7.427291,7.409858,7.388692,7.365964,7.335284,7.301488,7.268129,7.231110,7.198053,7.152027,7.111328,7.077684,7.036528,6.997158,6.975382,6.950086,6.930834,6.910003,6.895323,6.876260,6.858378,6.842038,6.825927,6.805218,6.784945,6.768760,6.732971,6.710613,6.685419,6.658691,6.632986,6.614481,6.590363,6.565580,6.543881,6.527439,6.516244,6.496238,6.491264,6.484192,6.478726,6.474605,6.470716,6.457339,6.450128,6.439313,6.429530,6.411184,6.410269,6.407608,6.402678,6.390290,6.383336,6.375027,6.362822,6.349106,6.323982,6.299688,6.289143,6.267527,6.236750,6.203787,6.161269,6.126357,6.087122,6.048634,5.987780,5.936600,5.921140,25.152161,26.719726,0
20250723,18.207222,2025-07-23T18:12:46,44.032275,10.036429,0.000000,0.000000,26.111100,26.783600,0.542500,0.760299,0.764935,0.766363,0.752224,0.743471,0.729906,0.716414,0.698473,0.685307,0.667894,0.655629,0.639353,0.629939,0.621731,0.609284,0.600858,0.591245,0.582192,0.572014,0.564190,0.556283,0.546189,0.538526,0.531890,0.522946,0.515620,0.509187,0.502189,0.493636,0.487639,0.480495,0.474219,0.467725,0.461024,0.454902,0.448527,0.443561,0.437590,0.432716,0.427938,0.422966,0.418238,0.413573,0.408960,0.404955,0.399881,0.395968,0.391097,0.387596,0.383899,0.380873,0.377633,0.373438,0.370067,0.365666,0.362219,0.358221,0.354463,0.350205,0.347407,0.343959,0.340299,0.337674,0.335780,0.332016,0.329601,0.325688,0.322130,0.319585,0.314107,0.312888,0.309066,0.304285,0.303516,0.302483,0.297449,0.298443,0.297077,0.297032,0.296583,0.296050,0.298569,0.302056,0.304262,0.309644,7.703134,7.777483,7.903557,8.011824,8.108383,8.168354,8.136132,8.026384,7.857618,7.690693,7.563163,7.492352,7.476923,7.473320,7.480715,7.474975,7.467448,7.454104,7.427666,7.392924,7.367755,7.332113,7.296053,7.265003,7.228192,7.182107,7.141035,7.101523,7.064109,7.023927,6.992735,6.973839,6.948813,6.930439,6.913549,6.898914,6.879041,6.862486,6.842278,6.825143,6.803473,6.782658,6.756703,6.736752,6.709962,6.684633,6.660025,6.636259,6.613153,6.590867,6.575026,6.554306,6.538979,6.518977,6.515590,6.510175,6.503859,6.497436,6.496443,6.482409,6.473110,6.458527,6.450007,6.434619,6.434088,6.424844,6.422411,6.413698,6.403957,6.395089,6.378713,6.364939,6.343596,6.320465,6.304549,6.290951,6.257626,6.215909,6.183066,6.142442,6.100185,6.059142,6.015744,5.955449,5.912847,25.133333,26.716609,0
20250723,18.207222,2025-07-23T18:12:46,44.032275,10.036429,0.000000,0.000000,26.111100,26.783600,0.542500,0.760299,0.764935,0.766363,0.752224,0.743471,0.729906,0.716414,0.698473,0.685307,0.667894,0.655629,0.639353,0.629939,0.621731,0.609284,0.600858,0.591245,0.582192,0.572014,0.564190,0.556283,0.546189,0.538526,0.531890,0.522946,0.515620,0.509187,0.502189,0.493636,0.487639,0.480495,0.474219,0.467725,0.461024,0.454902,0.448527,0.443561,0.437590,0.432716,0.427938,0.422966,0.418238,0.413573,0.408960,0.404955,0.399881,0.395968,0.391097,0.387596,0.383899,0.380873,0.377633,0.373438,0.370067,0.365666,0.362219,0.358221,0.354463,0.350205,0.347407,0.343959,0.340299,0.337674,0.335780,0.332016,0.329601,0.325688,0.322130,0.319585,0.314107,0.312888,0.309066,0.304285,0.303516,0.302483,0.297449,0.298443,0.297077,0.297032,0.296583,0.296050,0.298569,0.302056,0.304262,0.309644,7.703134,7.777483,7.903557,8.011824,8.108383,8.168354,8.136132,8.026384,7.857618,7.690693,7.563163,7.492352,7.476923,7.473320,7.480715,7.474975,7.467448,7.454104,7.427666,7.392924,7.367755,7.332113,7.296053,7.265003,7.228192,7.182107,7.141035,7.101523,7.064109,7.023927,6.992735,6.973839,6.948813,6.930439,6.913549,6.898914,6.879041,6.862486,6.842278,6.825143,6.803473,6.782658,6.756703,6.736752,6.709962,6.684633,6.660025,6.636259,6.613153,6.590867,6.575026,6.554306,6.538979,6.518977,6.515590,6.510175,6.503859,6.497436,6.496443,6.482409,6.473110,6.458527,6.450007,6.434619,6.434088,6.424844,6.422411,6.413698,6.403957,6.395089,6.378713,6.364939,6.343596,6.320465,6.304549,6.290951,6.257626,6.215909,6.183066,6.142442,6.100185,6.059142,6.015744,5.955449,5.912847,25.133333,26.716609,0
20250723,18.208333,2025-07-23T18:12:50,44.032275,10.036429,0.000000,0.000000,26.110600,26.784100,0.542700,0.770992,0.766214,0.759610,0.754831,0.740754,0.729247,0.713946,0.699857,0.684083,0.666770,0.653918,0.640312,0.628949,0.619974,0.610095,0.600170,0.591205,0.580898,0.572513,0.563483,0.554687,0.546373,0.538912,0.530541,0.523146,0.516060,0.508059,0.501396,0.494054,0.486652,0.480227,0.473964,0.467107,0.460878,0.454491,0.449006,0.442641,0.437512,0.433032,0.427326,0.422594,0.418048,0.412966,0.408766,0.403724,0.400237,0.395808,0.391225,0.387406,0.384147,0.380932,0.377357,0.373346,0.369318,0.365370,0.361183,0.358135,0.354440,0.350118,0.346666,0.343482,0.340228,0.336860,0.334685,0.332278,0.328956,0.324633,0.321961,0.318674,0.314690,0.313762,0.307818,0.305806,0.302817,0.298934,0.299132,0.297551,0.294540,0.298184,0.296077,0.294515,0.299954,0.303199,0.304003,0.312263,7.192915,7.290216,7.392704,7.508318,7.598981,7.652140,7.640759,7.536650,7.386015,7.225718,7.111827,7.055526,7.037346,7.036956,7.041031,7.044817,7.039347,7.023044,7.006557,6.981972,6.949915,6.922844,6.891292,6.862817,6.826838,6.790411,6.753289,6.711849,6.679351,6.647124,6.622671,6.601837,6.583609,6.566914,6.549514,6.537076,6.521163,6.502780,6.487130,6.467035,6.450697,6.432439,6.405272,6.386317,6.359038,6.332713,6.310819,6.289784,6.264646,6.243656,6.226770,6.215567,6.200084,6.184541,6.176017,6.172871,6.169913,6.167322,6.160835,6.154128,6.145617,6.136130,6.131143,6.110086,6.109539,6.107656,6.102363,6.092242,6.088626,6.072775,6.062169,6.053719,6.032557,6.011874,5.991932,5.971814,5.944190,5.907204,5.865489,5.829729,5.791617,5.752372,5.710012,5.638225,5.611529,25.133333,26.722843,0
20250723,18.208333,2025-07-23T18:12:50,44.032275,10.036429,0.000000,0.000000,26.110600,26.784100,0.542700,0.770992,0.766214,0.759610,0.754831,0.740754,0.729247,0.713946,0.699857,0.684083,0.666770,0.653918,0.640312,0.628949,0.619974,0.610095,0.600170,0.591205,0.580898,0.572513,0.563483,0.554687,0.546373,0.538912,0.530541,0.523146,0.516060,0.508059,0.501396,0.494054,0.486652,0.480227,0.473964,0.467107,0.460878,0.454491,0.449006,0.442641,0.437512,0.433032,0.427326,0.422594,0.418048,0.412966,0.408766,0.403724,0.400237,0.395808,0.391225,0.387406,0.384147,0.380932,0.377357,0.373346,0.369318,0.365370,0.361183,0.358135,0.354440,0.350118,0.346666,0.343482,0.340228,0.336860,0.334685,0.332278,0.328956,0.324633,0.321961,0.318674,0.314690,0.313762,0.307818,0.305806,0.302817,0.298934,0.299132,0.297551,0.294540,0.298184,0.296077,0.294515,0.299954,0.303199,0.304003,0.312263,7.192915,7.290216,7.392704,7.508318,7.598981,7.652140,7.640759,7.536650,7.386015,7.225718,7.111827,7.055526,7.037346,7.036956,7.041031,7.044817,7.039347,7.023044,7.006557,6.981972,6.949915,6.922844,6.891292,6.862817,6.826838,6.790411,6.753289,6.711849,6.679351,6.647124,6.622671,6.601837,6.583609,6.566914,6.549514,6.537076,6.521163,6.502780,6.487130,6.467035,6.450697,6.432439,6.405272,6.386317,6.359038,6.332713,6.310819,6.289784,6.264646,6.243656,6.226770,6.215567,6.200084,6.184541,6.176017,6.172871,6.169913,6.167322,6.160835,6.154128,6.145617,6.136130,6.131143,6.110086,6.109539,6.107656,6.102363,6.092242,6.088626,6.072775,6.062169,6.053719,6.032557,6.011874,5.991932,5.971814,5.944190,5.907204,5.865489,5.829729,5.791617,5.752372,5.710012,5.638225,5.611529,25.133333,26.722843,0
20250723,18.209444,2025-07-23T18:12:54,44.032275,10.036430,0.000000,0.000000,26.110700,26.783400,0.541900,0.758173,0.773476,0.760541,0.750660,0.743905,0.728613,0.716116,0.696215,0.683482,0.668314,0.654556,0.636517,0.631616,0.619420,0.608820,0.599869,0.590431,0.581679,0.571022,0.563497,0.554692,0.545094,0.539480,0.530566,0.522157,0.515859,0.508046,0.500876,0.493444,0.487213,0.479162,0.473872,0.466809,0.460150,0.454203,0.448240,0.443491,0.436039,0.432949,0.426716,0.421880,0.418048,0.412069,0.408510,0.403852,0.399948,0.395421,0.391194,0.387184,0.383430,0.380778,0.376870,0.373045,0.369229,0.365013,0.361540,0.357184,0.354227,0.349481,0.346256,0.343675,0.339284,0.337468,0.335503,0.330877,0.329258,0.325008,0.320451,0.318807,0.312889,0.313300,0.308327,0.304135,0.302287,0.300255,0.297488,0.295681,0.296621,0.295394,0.296120,0.294515,0.300926,0.303946,0.303454,0.308453,7.729420,7.804987,7.923982,8.039423,8.129569,8.191246,8.157400,8.058063,7.887957,7.703466,7.585601,7.515579,7.498431,7.493630,7.494746,7.494555,7.484429,7.462071,7.443670,7.415722,7.383409,7.351033,7.318578,7.277180,7.241907,7.199011,7.154814,7.111253,7.078591,7.035156,7.010514,6.986781,6.963719,6.950443,6.927811,6.915294,6.893713,6.872490,6.852715,6.835163,6.813563,6.795226,6.772411,6.749702,6.722513,6.696676,6.675893,6.657058,6.629615,6.602261,6.585592,6.569409,6.559503,6.539063,6.533238,6.527289,6.522479,6.515822,6.514257,6.504062,6.495705,6.485795,6.474574,6.452333,6.451196,6.450112,6.440284,6.431092,6.420591,6.414214,6.394972,6.383106,6.358397,6.339033,6.317843,6.298790,6.271699,6.233789,6.192347,6.155537,6.128085,6.086902,6.015761,5.970838,5.939644,25.135425,26.718168,0
20250723,18.209444,2025-07-23T18:12:54,44.032275,10.036430,0.000000,0.000000,26.110700,26.783400,0.541900,0.758173,0.773476,0.760541,0.750660,0.743905,0.728613,0.716116,0.696215,0.683482,0.668314,0.654556,0.636517,0.631616,0.619420,0.608820,0.599869,0.590431,0.581679,0.571022,0.563497,0.554692,0.545094,0.539480,0.530566,0.522157,0.515859,0.508046,0.500876,0.493444,0.487213,0.479162,0.473872,0.466809,0.460150,0.454203,0.448240,0.443491,0.436039,0.432949,0.426716,0.421880,0.418048,0.412069,0.408510,0.403852,0.399948,0.395421,0.391194,0.387184,0.383430,0.380778,0.376870,0.373045,0.369229,0.365013,0.361540,0.357184,0.354227,0.349481,0.346256,0.343675,0.339284,0.337468,0.335503,0.330877,0.329258,0.325008,0.320451,0.318807,0.312889,0.313300,0.308327,0.304135,0.302287,0.300255,0.297488,0.295681,0.296621,0.295394,0.296120,0.294515,0.300926,0.303946,0.303454,0.308453,7.729420,7.804987,7.923982,8.039423,8.129569,8.191246,8.157400,8.058063,7.887957,7.703466,7.585601,7.515579,7.498431,7.493630,7.494746,7.494555,7.484429,7.462071,7.443670,7.415722,7.383409,7.351033,7.318578,7.277180,7.241907,7.199011,7.154814,7.111253,7.078591,7.035156,7.010514,6.986781,6.963719,6.950443,6.927811,6.915294,6.893713,6.872490,6.852715,6.835163,6.813563,6.795226,6.772411,6.749702,6.722513,6.696676,6.675893,6.657058,6.629615,6.602261,6.585592,6.569409,6.559503,6.539063,6.533238,6.527289,6.522479,6.515822,6.514257,6.504062,6.495705,6.485795,6.474574,6.452333,6.451196,6.450112,6.440284,6.431092,6.420591,6.414214,6.394972,6.383106,6.358397,6.339033,6.317843,6.298790,6.271699,6.233789,6.192347,6.155537,6.128085,6.086902,6.015761,5.970838,5.939644,25.135425,26.718168,0
20250723,18.210556,2025-07-23T18:12:58,44.032275,10.036430,0.000000,0.000000,26.110700,26.783800,0.542100,0.764534,0.761086,0.767173,0.751449,0.739909,0.728510,0.715039,0.698752,0.681989,0.666517,0.654059,0.639986,0.627548,0.620334,0.608793,0.599548,0.589942,0.581064,0.571354,0.562650,0.554353,0.546218,0.537996,0.529985,0.522379,0.514886,0.508059,0.501239,0.493163,0.485899,0.480344,0.472674,0.467267,0.460803,0.453922,0.448628,0.442673,0.437276,0.432287,0.426788,0.422474,0.417167,0.412393,0.407542,0.403695,0.399301,0.395491,0.390813,0.387062,0.383776,0.380258,0.376814,0.372836,0.368633,0.365342,0.360618,0.357420,0.353537,0.350055,0.346601,0.342971,0.339869,0.337576,0.334473,0.331756,0.328639,0.324389,0.322401,0.317344,0.315036,0.311896,0.309220,0.303475,0.302566,0.300622,0.297334,0.298501,0.295600,0.296497,0.295401,0.295883,0.297602,0.302645,0.304781,0.310837,7.344333,7.429733,7.540161,7.644292,7.748156,7.795883,7.777400,7.683175,7.528158,7.364916,7.253044,7.194390,7.180795,7.177815,7.181632,7.183685,7.174278,7.158776,7.137274,7.114840,7.083917,7.050544,7.015571,6.986023,6.948170,6.911737,6.872645,6.829963,6.793905,6.757044,6.735301,6.710779,6.691171,6.672180,6.654016,6.642865,6.623787,6.603956,6.585030,6.564788,6.549770,6.527465,6.497010,6.471912,6.446417,6.421150,6.402604,6.380559,6.355886,6.337511,6.317033,6.301135,6.290853,6.275034,6.268904,6.266556,6.261477,6.257816,6.252135,6.241378,6.235617,6.225495,6.216942,6.201802,6.199197,6.193896,6.190488,6.180226,6.171046,6.161675,6.150456,6.138208,6.117743,6.097337,6.079803,6.052485,6.020780,5.986999,5.947758,5.912629,5.883023,5.828255,5.791499,5.742917,5.701594,25.154253,26.715051,0
20250723,18.210556,2025-07-23T18:12:58,44.032275,10.036430,0.000000,0.000000,26.110700,26.783800,0.542100,0.764534,0.761086,0.767173,0.751449,0.739909,0.728510,0.715039,0.698752,0.681989,0.666517,0.654059,0.639986,0.627548,0.620334,0.608793,0.599548,0.589942,0.581064,0.571354,0.562650,0.554353,0.546218,0.537996,0.529985,0.522379,0.514886,0.508059,0.501239,0.493163,0.485899,0.480344,0.472674,0.467267,0.460803,0.453922,0.448628,0.442673,0.437276,0.432287,0.426788,0.422474,0.417167,0.412393,0.407542,0.403695,0.399301,0.395491,0.390813,0.387062,0.383776,0.380258,0.376814,0.372836,0.368633,0.365342,0.360618,0.357420,0.353537,0.350055,0.346601,0.342971,0.339869,0.337576,0.334473,0.331756,0.328639,0.324389,0.322401,0.317344,0.315036,0.311896,0.309220,0.303475,0.302566,0.300622,0.297334,0.298501,0.295600,0.296497,0.295401,0.295883,0.297602,0.302645,0.304781,0.310837,7.344333,7.429733,7.540161,7.644292,7.748156,7.795883,7.777400,7.683175,7.528158,7.364916,7.253044,7.194390,7.180795,7.177815,7.181632,7.183685,7.174278,7.158776,7.137274,7.114840,7.083917,7.050544,7.015571,6.986023,6.948170,6.911737,6.872645,6.829963,6.793905,6.757044,6.735301,6.710779,6.691171,6.672180,6.654016,6.642865,6.623787,6.603956,6.585030,6.564788,6.549770,6.527465,6.497010,6.471912,6.446417,6.421150,6.402604,6.380559,6.355886,6.337511,6.317033,6.301135,6.290853,6.275034,6.268904,6.266556,6.261477,6.257816,6.252135,6.241378,6.235617,6.225495,6.216942,6.201802,6.199197,6.193896,6.190488,6.180226,6.171046,6.161675,6.150456,6.138208,6.117743,6.097337,6.079803,6.052485,6.020780,5.986999,5.947758,5.912629,5.883023,5.828255,5.791499,5.742917,5.701594,25.154253,26.715051,0
